Time,Lat,Long,Theta,PDOP,V
124227.000,49.10269,2.03872,000.0,0.8,0.0
124228.000,49.10269,2.03872,000.0,0.8,0.0
124229.000,49.10269,2.03872,000.0,0.8,0.0
124230.000,49.10269,2.03872,000.0,0.8,0.0
124231.000,49.10269,2.03872,000.0,0.8,0.0
124232.000,49.10269,2.03872,000.0,0.8,0.0
124233.000,49.10269,2.03872,000.0,0.8,0.0
124234.000,49.10269,2.03872,000.0,0.8,0.0
124235.000,49.10269,2.03872,000.0,0.8,0.0
124236.000,49.10269,2.03872,000.0,0.8,0.0
124237.000,49.10269,2.03872,000.0,0.8,0.0
124238.000,49.10269,2.03872,000.0,0.8,0.0
124239.000,49.10269,2.03872,000.0,0.8,0.0
124240.000,49.10269,2.03872,000.0,0.8,0.0
124241.000,49.10269,2.03872,000.0,0.8,0.0
124242.000,49.10269,2.03872,000.0,0.8,0.0
124243.000,49.10269,2.03872,000.0,0.9,0.0
124244.000,49.10269,2.03872,000.0,0.8,0.0
124245.000,49.10269,2.03872,000.0,0.8,0.0
124246.000,49.10269,2.03872,000.0,0.8,0.0
124247.000,49.10269,2.03872,000.0,0.8,0.0
124248.000,49.10269,2.03872,000.0,0.8,0.0
124249.000,49.10269,2.03872,000.0,0.8,0.0
124250.000,49.10269,2.03872,000.0,0.8,0.0
124251.000,49.10269,2.03872,000.0,0.8,0.0
124252.000,49.10269,2.03872,000.0,0.8,0.0
124253.000,49.10269,2.03872,000.0,0.8,0.0
124254.000,49.10269,2.03872,000.0,0.8,0.0
124255.000,49.10269,2.03872,000.0,0.8,0.0
124256.000,49.10269,2.03872,000.0,0.8,0.0
124257.000,49.10269,2.03872,000.0,0.8,0.0
124258.000,49.10269,2.03872,000.0,0.8,0.0
124259.000,49.10269,2.03872,000.0,0.8,0.0
124300.000,49.10269,2.03872,000.0,0.8,0.0
124301.000,49.10269,2.03872,000.0,0.8,0.0
124302.000,49.10269,2.03872,000.0,0.8,0.0
124303.000,49.10269,2.03872,000.0,0.8,0.0
124304.000,49.10269,2.03872,000.0,0.8,0.0
124305.000,49.10269,2.03872,000.0,0.8,0.0
124306.000,49.10269,2.03872,000.0,0.8,0.0
124307.000,49.10269,2.03872,000.0,0.8,0.0
124308.000,49.10269,2.03872,000.0,0.8,0.0
124309.000,49.10269,2.03872,000.0,0.8,0.0
124310.000,49.10269,2.03872,000.0,0.8,0.0
124311.000,49.10269,2.03872,000.0,0.8,0.0
124312.000,49.10269,2.03872,000.0,0.8,0.0
124313.000,49.10269,2.03872,000.0,0.8,0.0
124314.000,49.10269,2.03872,000.0,0.8,0.0
124315.000,49.10269,2.03872,000.0,0.8,0.0
124316.000,49.10269,2.03872,000.0,0.8,0.0
124317.000,49.10269,2.03872,000.0,0.8,0.0
124318.000,49.10269,2.03872,000.0,0.8,0.0
124319.000,49.10269,2.03872,000.0,0.8,0.0
124320.000,49.10269,2.03872,000.0,0.8,0.0
124321.000,49.10269,2.03872,000.0,0.8,0.0
124322.000,49.10269,2.03872,000.0,0.8,0.0
124323.000,49.10269,2.03872,000.0,0.8,0.0
124324.000,49.10269,2.03872,000.0,0.8,0.0
124325.000,49.10269,2.03872,000.0,0.8,0.0
124326.000,49.10269,2.03872,000.0,0.8,0.0
124327.000,49.10269,2.03872,000.0,0.8,0.0
124328.000,49.10269,2.03872,000.0,0.8,0.0
124329.000,49.10269,2.03872,000.0,0.8,0.0
124330.000,49.10269,2.03872,000.0,0.8,0.0
124331.000,49.10269,2.03872,000.0,0.8,0.0
124332.000,49.10269,2.03872,000.0,0.8,0.0
124333.000,49.10269,2.03872,000.0,0.8,0.0
124334.000,49.10269,2.03872,000.0,0.8,0.0
124335.000,49.10269,2.03872,000.0,0.8,0.0
124336.000,49.10269,2.03872,000.0,0.8,0.0
124337.000,49.10269,2.03872,000.0,0.8,0.0
124338.000,49.10269,2.03872,000.0,0.8,0.0
124339.000,49.10269,2.03872,000.0,0.9,0.0
124340.000,49.10269,2.03872,000.0,0.9,0.0
124341.000,49.10269,2.03872,000.0,0.9,0.0
124342.000,49.10269,2.03872,000.0,0.8,0.0
124343.000,49.10269,2.03872,000.0,0.8,0.0
124344.000,49.10269,2.03872,000.0,0.9,0.0
124345.000,49.10269,2.03872,000.0,0.8,0.0
124346.000,49.10269,2.03872,000.0,0.8,0.0
124347.000,49.10269,2.03872,000.0,0.8,0.0
124348.000,49.10269,2.03872,000.0,0.9,0.0
124349.000,49.10269,2.03872,000.0,0.8,0.0
124350.000,49.10269,2.03872,000.0,0.8,0.0
124351.000,49.10269,2.03872,000.0,0.8,0.0
124352.000,49.10269,2.03872,000.0,0.8,0.0
124353.000,49.10269,2.03872,000.0,0.8,0.0
124354.000,49.10269,2.03872,000.0,0.8,0.0
124355.000,49.10269,2.03872,000.0,0.8,0.0
124356.000,49.10269,2.03872,000.0,0.8,0.0
124357.000,49.10269,2.03872,000.0,0.8,0.0
124358.000,49.10269,2.03872,000.0,0.8,0.0
124359.000,49.10269,2.03872,000.0,0.8,0.0
124400.000,49.10269,2.03872,000.0,0.8,0.0
124401.000,49.10269,2.03872,000.0,0.8,0.0
124402.000,49.10269,2.03872,000.0,0.8,0.0
124403.000,49.10269,2.03872,000.0,0.8,0.0
124404.000,49.10269,2.03872,000.0,0.8,0.0
124405.000,49.10269,2.03872,000.0,0.8,0.0
124406.000,49.10269,2.03872,000.0,0.8,0.0
124407.000,49.10269,2.03872,000.0,0.8,0.0
124408.000,49.10269,2.03872,000.0,0.8,0.0
124409.000,49.10269,2.03872,000.0,0.8,0.0
124410.000,49.10269,2.03872,000.0,0.8,0.0
124411.000,49.10269,2.03872,000.0,0.8,0.0
124412.000,49.10269,2.03872,000.0,0.8,0.0
124413.000,49.10269,2.03872,000.0,0.8,0.0
124414.000,49.10269,2.03872,000.0,0.8,0.0
124415.000,49.10269,2.03872,000.0,0.8,0.0
124416.000,49.10269,2.03872,000.0,0.8,0.0
124417.000,49.10269,2.03872,000.0,0.8,0.0
124418.000,49.10269,2.03872,000.0,0.8,0.0
124419.000,49.10269,2.03872,000.0,0.8,0.0
124420.000,49.10269,2.03872,000.0,0.8,0.0
124421.000,49.10269,2.03872,000.0,0.8,0.0
124422.000,49.10269,2.03872,000.0,0.8,0.0
124423.000,49.10269,2.03872,000.0,0.8,0.0
124424.000,49.10269,2.03872,000.0,0.8,0.0
124425.000,49.10269,2.03872,000.0,0.8,0.0
124426.000,49.10269,2.03872,000.0,0.8,0.0
124427.000,49.10269,2.03872,000.0,0.8,0.0
124428.000,49.10269,2.03872,000.0,0.8,0.0
124429.000,49.10269,2.03872,000.0,0.8,0.0
124430.000,49.10269,2.03872,000.0,0.8,0.0
124431.000,49.10269,2.03872,000.0,0.8,0.0
124432.000,49.10269,2.03872,000.0,0.8,0.0
124433.000,49.10269,2.03872,000.0,0.8,0.0
124434.000,49.10269,2.03872,000.0,0.8,0.0
124435.000,49.10269,2.03872,000.0,0.8,0.0
124436.000,49.10269,2.03872,000.0,0.8,0.0
124437.000,49.10269,2.03872,000.0,0.8,0.0
124438.000,49.10269,2.03872,000.0,0.8,0.0
124439.000,49.10269,2.03872,000.0,0.8,0.0
124440.000,49.10269,2.03872,000.0,0.8,0.0
124441.000,49.10269,2.03872,000.0,0.8,0.0
124442.000,49.10269,2.03872,000.0,0.8,0.0
124443.000,49.10269,2.03872,000.0,0.8,0.0
124444.000,49.10269,2.03872,000.0,0.8,0.0
124445.000,49.10269,2.03872,000.0,0.8,0.0
124446.000,49.10269,2.03872,000.0,0.8,0.0
124447.000,49.10269,2.03872,000.0,0.8,0.0
124448.000,49.10269,2.03872,000.0,0.8,0.0
124449.000,49.10269,2.03872,000.0,0.8,0.0
124450.000,49.10269,2.03872,000.0,0.8,0.0
124451.000,49.10269,2.03872,000.0,0.8,0.0
124452.000,49.10269,2.03872,000.0,0.8,0.0
124453.000,49.10269,2.03872,000.0,0.8,0.0
124454.000,49.10269,2.03872,000.0,0.8,0.0
124455.000,49.10269,2.03872,000.0,0.8,0.0
124456.000,49.10269,2.03872,000.0,0.8,0.0
124457.000,49.10269,2.03872,000.0,0.8,0.0
124458.000,49.10269,2.03872,000.0,0.8,0.0
124459.000,49.10269,2.03872,000.0,0.8,0.0
124500.000,49.10269,2.03872,000.0,0.8,0.0
124501.000,49.10269,2.03872,000.0,0.8,0.0
124502.000,49.10269,2.03872,000.0,0.9,0.0
124503.000,49.10269,2.03872,000.0,0.9,0.0
124504.000,49.10269,2.03872,000.0,0.8,0.0
124505.000,49.10269,2.03872,000.0,0.8,0.0
124506.000,49.10269,2.03872,000.0,0.8,0.0
124507.000,49.10269,2.03872,000.0,0.8,0.0
124508.000,49.10269,2.03872,000.0,0.8,0.0
124509.000,49.10269,2.03872,000.0,0.8,0.0
124510.000,49.10269,2.03872,000.0,0.8,0.0
124511.000,49.10269,2.03872,000.0,0.8,0.0
124512.000,49.10269,2.03872,000.0,0.8,0.0
124513.000,49.10269,2.03872,000.0,0.8,0.0
124514.000,49.10269,2.03872,000.0,0.8,0.0
124515.000,49.10269,2.03872,000.0,0.8,0.0
124516.000,49.10269,2.03872,000.0,0.8,0.0
124517.000,49.10269,2.03872,000.0,0.8,0.0
124518.000,49.10269,2.03872,000.0,0.8,0.0
124519.000,49.10269,2.03872,000.0,0.8,0.0
124520.000,49.10269,2.03872,000.0,0.8,0.0
124521.000,49.10269,2.03872,000.0,0.8,0.0
124522.000,49.10269,2.03872,000.0,0.8,0.0
124523.000,49.10269,2.03872,000.0,0.8,0.0
124524.000,49.10269,2.03872,000.0,0.8,0.0
124525.000,49.10269,2.03872,000.0,0.8,0.0
124526.000,49.10269,2.03872,000.0,0.8,0.0
124527.000,49.10269,2.03872,000.0,0.8,0.0
124528.000,49.10269,2.03872,000.0,0.8,0.0
124529.000,49.10269,2.03872,000.0,0.9,0.0
124530.000,49.10269,2.03872,000.0,0.8,0.0
124531.000,49.10269,2.03872,000.0,0.8,0.0
124532.000,49.10269,2.03872,000.0,0.8,0.0
124533.000,49.10269,2.03872,000.0,0.8,0.0
124534.000,49.10269,2.03872,000.0,0.8,0.0
124535.000,49.10269,2.03872,000.0,0.8,0.0
124536.000,49.10269,2.03872,000.0,0.8,0.0
124537.000,49.10269,2.03872,000.0,0.8,0.0
124538.000,49.10269,2.03872,000.0,0.8,0.0
124539.000,49.10269,2.03872,000.0,0.8,0.0
124540.000,49.10269,2.03872,000.0,0.8,0.0
124541.000,49.10269,2.03872,000.0,0.8,0.0
124542.000,49.10269,2.03872,000.0,0.8,0.0
124543.000,49.10269,2.03872,000.0,0.8,0.0
124544.000,49.10269,2.03872,000.0,0.8,0.0
124545.000,49.10269,2.03872,000.0,0.8,0.0
124546.000,49.10269,2.03872,000.0,0.8,0.0
124547.000,49.10269,2.03872,000.0,0.8,0.0
124548.000,49.10269,2.03872,000.0,0.8,0.0
124549.000,49.10269,2.03872,000.0,0.8,0.0
124550.000,49.10269,2.03872,000.0,0.8,0.0
124551.000,49.10269,2.03872,000.0,0.8,0.0
124552.000,49.10269,2.03872,000.0,0.8,0.0
124553.000,49.10269,2.03872,000.0,0.8,0.0
124554.000,49.10269,2.03872,000.0,0.8,0.0
124555.000,49.10269,2.03872,000.0,0.8,0.0
124556.000,49.10269,2.03872,000.0,0.8,0.0
124557.000,49.10269,2.03872,000.0,0.8,0.0
124558.000,49.10269,2.03872,000.0,0.8,0.0
124559.000,49.10269,2.03872,000.0,0.8,0.0
124600.000,49.10269,2.03872,000.0,0.8,0.0
124601.000,49.10269,2.03872,000.0,0.8,0.0
124602.000,49.10269,2.03872,000.0,0.8,0.0
124603.000,49.10269,2.03872,000.0,0.8,0.0
124604.000,49.10269,2.03872,000.0,0.8,0.0
124605.000,49.10269,2.03872,000.0,0.8,0.0
124606.000,49.10269,2.03872,000.0,0.8,0.0
124607.000,49.10269,2.03872,000.0,0.8,0.0
124608.000,49.10269,2.03872,000.0,0.8,0.0
124609.000,49.10269,2.03872,000.0,0.8,0.0
124610.000,49.10269,2.03872,000.0,0.8,0.0
124611.000,49.10269,2.03872,000.0,0.8,0.0
124612.000,49.10269,2.03872,000.0,0.8,0.0
124613.000,49.10269,2.03872,000.0,0.8,0.0
124614.000,49.10269,2.03872,000.0,0.8,0.0
124615.000,49.10269,2.03872,000.0,0.8,0.0
124616.000,49.10269,2.03872,000.0,0.8,0.0
124617.000,49.10269,2.03872,000.0,0.8,0.0
124618.000,49.10269,2.03872,000.0,0.8,0.0
124619.000,49.10269,2.03872,000.0,0.8,0.0
124620.000,49.10269,2.03872,000.0,0.8,0.0
124621.000,49.10269,2.03872,000.0,0.8,0.0
124622.000,49.10269,2.03872,000.0,0.8,0.0
124623.000,49.10269,2.03872,000.0,0.8,0.0
124624.000,49.10269,2.03872,000.0,0.8,0.0
124625.000,49.10269,2.03872,000.0,0.8,0.0
124626.000,49.10269,2.03872,000.0,0.8,0.0
124627.000,49.10269,2.03872,000.0,0.8,0.0
124628.000,49.10269,2.03872,000.0,0.8,0.0
124629.000,49.10269,2.03872,000.0,0.8,0.0
124630.000,49.10269,2.03872,000.0,0.8,0.0
124631.000,49.10269,2.03872,000.0,0.8,0.0
124632.000,49.10269,2.03872,000.0,0.8,0.0
124633.000,49.10269,2.03872,000.0,0.8,0.0
124634.000,49.10269,2.03872,000.0,0.8,0.0
124635.000,49.10269,2.03872,000.0,0.8,0.0
124636.000,49.10269,2.03872,000.0,0.8,0.0
124637.000,49.10269,2.03872,000.0,0.8,0.0
124638.000,49.10269,2.03872,000.0,0.8,0.0
124639.000,49.10269,2.03872,000.0,0.8,0.0
124640.000,49.10269,2.03872,000.0,0.8,0.0
124641.000,49.10269,2.03872,000.0,0.8,0.0
124642.000,49.10269,2.03872,000.0,0.8,0.0
124643.000,49.10269,2.03872,000.0,0.8,0.0
124644.000,49.10269,2.03872,000.0,0.8,0.0
124645.000,49.10269,2.03872,000.0,0.8,0.0
124646.000,49.10269,2.03872,000.0,0.8,0.0
124647.000,49.10269,2.03872,000.0,0.8,0.0
124648.000,49.10269,2.03872,000.0,0.8,0.0
124649.000,49.10269,2.03872,000.0,0.8,0.0
124650.000,49.10269,2.03872,000.0,0.8,0.0
124651.000,49.10269,2.03872,000.0,0.8,0.0
124652.000,49.10269,2.03872,000.0,0.8,0.0
124653.000,49.10269,2.03872,000.0,0.8,0.0
124654.000,49.10269,2.03872,000.0,0.8,0.0
124655.000,49.10269,2.03872,000.0,0.8,0.0
124656.000,49.10269,2.03872,000.0,0.8,0.0
124657.000,49.10269,2.03872,000.0,0.8,0.0
124658.000,49.10269,2.03872,000.0,0.8,0.0
124659.000,49.10269,2.03872,000.0,0.8,0.0
124700.000,49.10269,2.03872,000.0,0.8,0.0
124701.000,49.10269,2.03872,000.0,0.8,0.0
124702.000,49.10269,2.03872,000.0,0.8,0.0
124703.000,49.10269,2.03872,000.0,0.8,0.0
124704.000,49.10269,2.03872,000.0,0.8,0.0
124705.000,49.10269,2.03872,000.0,0.8,0.0
124706.000,49.10269,2.03872,000.0,0.8,0.0
124707.000,49.10269,2.03872,000.0,0.8,0.0
124708.000,49.10269,2.03872,000.0,0.8,0.0
124709.000,49.10269,2.03872,000.0,0.8,0.0
124710.000,49.10269,2.03872,000.0,0.8,0.0
124711.000,49.10269,2.03872,000.0,0.8,0.0
124712.000,49.10269,2.03872,000.0,0.8,0.0
124713.000,49.10269,2.03872,000.0,0.8,0.0
124714.000,49.10269,2.03872,000.0,0.8,0.0
124715.000,49.10269,2.03872,000.0,0.8,0.0
124716.000,49.10269,2.03872,000.0,0.8,0.0
124717.000,49.10269,2.03872,000.0,0.8,0.0
124718.000,49.10269,2.03872,000.0,0.8,0.0
124719.000,49.10269,2.03872,000.0,0.8,0.0
124720.000,49.10269,2.03872,000.0,0.8,0.0
124721.000,49.10269,2.03872,000.0,0.8,0.0
124722.000,49.10269,2.03872,000.0,0.8,0.0
124723.000,49.10269,2.03872,000.0,0.8,0.0
124724.000,49.10269,2.03872,000.0,0.8,0.0
124725.000,49.10269,2.03872,000.0,0.8,0.0
124726.000,49.10269,2.03872,000.0,0.8,0.0
124727.000,49.10269,2.03872,000.0,0.8,0.0
124728.000,49.10269,2.03872,000.0,0.8,0.0
124729.000,49.10269,2.03872,000.0,0.8,0.0
124730.000,49.10269,2.03872,000.0,0.8,0.0
124731.000,49.10269,2.03872,000.0,0.8,0.0
124732.000,49.10269,2.03872,000.0,0.8,0.0
124733.000,49.10269,2.03872,000.0,0.8,0.0
124734.000,49.10269,2.03872,000.0,0.8,0.0
124735.000,49.10269,2.03872,000.0,0.8,0.0
124736.000,49.10269,2.03872,000.0,0.8,0.0
124737.000,49.10269,2.03872,000.0,0.8,0.0
124738.000,49.10269,2.03872,000.0,0.8,0.0
124739.000,49.10269,2.03872,000.0,0.8,0.0
124740.000,49.10269,2.03872,000.0,0.8,0.0
124741.000,49.10269,2.03872,000.0,0.8,0.0
124742.000,49.10269,2.03872,000.0,0.8,0.0
124743.000,49.10269,2.03872,000.0,0.8,0.0
124744.000,49.10269,2.03872,000.0,0.8,0.0
124745.000,49.10269,2.03872,000.0,0.8,0.0
124746.000,49.10269,2.03872,000.0,0.8,0.0
124747.000,49.10269,2.03872,000.0,0.8,0.0
124748.000,49.10269,2.03872,000.0,0.8,0.0
124749.000,49.10269,2.03872,000.0,0.8,0.0
124750.000,49.10269,2.03872,000.0,0.8,0.0
124751.000,49.10269,2.03872,000.0,0.8,0.0
124752.000,49.10269,2.03872,000.0,0.8,0.0
124753.000,49.10269,2.03872,000.0,0.8,0.0
124754.000,49.10269,2.03872,000.0,0.8,0.0
124755.000,49.10269,2.03872,000.0,0.8,0.0
124756.000,49.10269,2.03872,000.0,0.8,0.0
124757.000,49.10269,2.03872,000.0,0.8,0.0
124758.000,49.10269,2.03872,000.0,0.8,0.0
124759.000,49.10269,2.03872,000.0,0.8,0.0
124800.000,49.10269,2.03872,000.0,0.8,0.0
124801.000,49.10269,2.03872,000.0,0.8,0.0
124802.000,49.10269,2.03872,000.0,0.8,0.0
124803.000,49.10269,2.03872,000.0,0.8,0.0
124804.000,49.10269,2.03872,000.0,0.8,0.0
124805.000,49.10269,2.03872,000.0,0.8,0.0
124806.000,49.10269,2.03872,000.0,0.8,0.0
124807.000,49.10269,2.03872,000.0,0.8,0.0
124808.000,49.10269,2.03872,000.0,0.8,0.0
124809.000,49.10269,2.03872,000.0,0.8,0.0
124810.000,49.10269,2.03872,000.0,0.8,0.0
124811.000,49.10269,2.03872,000.0,0.8,0.0
124812.000,49.10269,2.03872,000.0,0.8,0.0
124813.000,49.10269,2.03872,000.0,0.8,0.0
124814.000,49.10269,2.03872,000.0,0.8,0.0
124815.000,49.10269,2.03872,000.0,0.8,0.0
124816.000,49.10269,2.03872,000.0,0.8,0.0
124817.000,49.10269,2.03872,000.0,0.8,0.0
124818.000,49.10269,2.03872,000.0,0.9,0.0
124819.000,49.10269,2.03872,000.0,0.8,0.0
124820.000,49.10269,2.03872,000.0,0.8,0.0
124821.000,49.10269,2.03872,000.0,0.8,0.0
124822.000,49.10269,2.03872,000.0,0.8,0.0
124823.000,49.10269,2.03872,000.0,0.9,0.0
124824.000,49.10269,2.03872,000.0,0.9,0.0
124825.000,49.10269,2.03872,000.0,0.8,0.0
124826.000,49.10269,2.03872,000.0,0.8,0.0
124827.000,49.10269,2.03872,000.0,0.9,0.0
124828.000,49.10269,2.03872,000.0,0.9,0.0
124829.000,49.10269,2.03872,000.0,0.8,0.0
124830.000,49.10269,2.03872,000.0,0.8,0.0
124831.000,49.10269,2.03872,000.0,0.8,0.0
124832.000,49.10269,2.03872,000.0,0.8,0.0
124833.000,49.10269,2.03872,000.0,0.8,0.0
124834.000,49.10269,2.03872,000.0,0.8,0.0
124835.000,49.10269,2.03872,000.0,0.8,0.0
124836.000,49.10269,2.03872,000.0,0.8,0.0
124837.000,49.10269,2.03872,000.0,0.8,0.0
124838.000,49.10269,2.03872,000.0,0.8,0.0
124839.000,49.10269,2.03872,000.0,0.8,0.0
124840.000,49.10269,2.03872,000.0,0.8,0.0
124841.000,49.10269,2.03872,000.0,0.8,0.0
124842.000,49.10269,2.03872,000.0,0.8,0.0
124843.000,49.10269,2.03872,000.0,0.8,0.0
124844.000,49.10269,2.03872,000.0,0.8,0.0
124845.000,49.10269,2.03872,000.0,0.8,0.0
124846.000,49.10269,2.03872,000.0,0.8,0.0
124847.000,49.10269,2.03872,000.0,0.8,0.0
124848.000,49.10269,2.03872,000.0,0.8,0.0
124849.000,49.10269,2.03872,000.0,0.8,0.0
124850.000,49.10269,2.03872,000.0,0.8,0.0
124851.000,49.10269,2.03872,000.0,0.8,0.0
124852.000,49.10269,2.03872,000.0,0.8,0.0
124853.000,49.10269,2.03872,000.0,0.8,0.0
124854.000,49.10269,2.03872,000.0,0.8,0.0
124855.000,49.10269,2.03872,000.0,0.8,0.0
124856.000,49.10269,2.03872,000.0,0.8,0.0
124857.000,49.10269,2.03872,000.0,0.8,0.0
124858.000,49.10269,2.03872,000.0,0.8,0.0
124859.000,49.10269,2.03872,000.0,0.8,0.0
124900.000,49.10269,2.03872,000.0,0.8,0.0
124901.000,49.10269,2.03872,000.0,0.8,0.0
124902.000,49.10269,2.03872,000.0,0.8,0.0
124903.000,49.10269,2.03872,000.0,0.8,0.0
124904.000,49.10269,2.03872,000.0,0.9,0.0
124905.000,49.10269,2.03872,000.0,0.8,0.0
124906.000,49.10269,2.03872,000.0,0.8,0.0
124907.000,49.10269,2.03872,000.0,0.9,0.0
124908.000,49.10269,2.03872,000.0,0.8,0.0
124909.000,49.10269,2.03872,000.0,0.9,0.0
124910.000,49.10269,2.03872,000.0,0.8,0.0
124911.000,49.10269,2.03872,000.0,0.9,0.0
124912.000,49.10269,2.03872,000.0,0.8,0.0
124913.000,49.10269,2.03872,000.0,0.9,0.0
124914.000,49.10269,2.03872,000.0,0.8,0.0
124915.000,49.10269,2.03872,000.0,0.9,0.0
124916.000,49.10269,2.03872,000.0,0.8,0.0
124917.000,49.10269,2.03872,000.0,0.9,0.0
124918.000,49.10269,2.03872,000.0,0.9,0.0
124919.000,49.10269,2.03872,000.0,0.9,0.0
124920.000,49.10269,2.03872,000.0,0.9,0.0
124921.000,49.10269,2.03872,000.0,0.8,0.0
124922.000,49.10269,2.03872,000.0,0.8,0.0
124923.000,49.10269,2.03872,000.0,0.8,0.0
124924.000,49.10269,2.03872,000.0,0.8,0.0
124925.000,49.10269,2.03872,000.0,0.8,0.0
124926.000,49.10269,2.03872,000.0,0.8,0.0
124927.000,49.10269,2.03872,000.0,0.8,0.0
124928.000,49.10269,2.03872,000.0,0.8,0.0
124929.000,49.10269,2.03872,000.0,0.8,0.0
124930.000,49.10269,2.03872,000.0,0.8,0.0
124931.000,49.10269,2.03872,000.0,0.8,0.0
124932.000,49.10269,2.03872,000.0,0.8,0.0
124933.000,49.10269,2.03872,000.0,0.8,0.0
124934.000,49.10269,2.03872,000.0,0.8,0.0
124935.000,49.10269,2.03872,000.0,0.8,0.0
124936.000,49.10269,2.03872,000.0,0.8,0.0
124937.000,49.10269,2.03872,000.0,0.8,0.0
124938.000,49.10269,2.03872,000.0,0.8,0.0
124939.000,49.10269,2.03872,000.0,0.8,0.0
124940.000,49.10269,2.03872,000.0,0.8,0.0
124941.000,49.10269,2.03872,000.0,0.8,0.0
124942.000,49.10269,2.03872,000.0,0.8,0.0
124943.000,49.10269,2.03872,000.0,0.8,0.0
124944.000,49.10269,2.03872,000.0,0.8,0.0
124945.000,49.10269,2.03872,000.0,0.8,0.0
