Time,Lat,Long,Theta,PDOP,V
189.1217,49.10269,2.03872,000.0,1.3,0.0
190.0944,49.10269,2.03872,000.0,1.3,0.0
191.0944,49.10269,2.03872,000.0,1.3,0.0
192.1217,49.10269,2.03872,000.0,1.3,0.0
193.0944,49.10269,2.03872,000.0,1.3,0.0
194.0945,49.10269,2.03872,000.0,1.3,0.0
195.1217,49.10269,2.03872,000.0,1.3,0.0
196.0939,49.10269,2.03872,000.0,1.3,0.0
197.0944,49.10269,2.03872,000.0,1.3,0.0
198.1211,49.10269,2.03872,000.0,1.3,0.0
199.0940,49.10269,2.03872,000.0,1.3,0.0
200.0967,49.10269,2.03872,000.0,1.3,0.0
201.1249,49.10269,2.03872,000.0,1.3,0.0
202.0948,49.10269,2.03872,000.0,1.3,0.0
203.0948,49.10269,2.03872,000.0,1.3,0.0
204.1221,49.10269,2.03872,000.0,1.3,0.0
205.0948,49.10269,2.03872,000.0,1.4,0.0
206.0948,49.10269,2.03872,000.0,1.4,0.0
207.1211,49.10269,2.03872,000.0,1.3,0.0
208.0938,49.10269,2.03872,000.0,1.3,0.0
209.0938,49.10269,2.03872,000.0,1.3,0.0
210.1211,49.10269,2.03872,000.0,1.3,0.0
211.0948,49.10269,2.03872,000.0,1.3,0.0
212.0938,49.10269,2.03872,000.0,1.3,0.0
213.1422,49.10269,2.03872,000.0,1.3,0.0
214.1148,49.10269,2.03872,000.0,1.3,0.0
215.0944,49.10269,2.03872,000.0,1.3,0.0
216.1222,49.10269,2.03872,000.0,1.3,0.0
217.0949,49.10269,2.03872,000.0,1.3,0.0
218.0949,49.10269,2.03872,000.0,1.3,0.0
219.1218,49.10269,2.03872,000.0,1.3,0.0
220.0945,49.10269,2.03872,000.0,1.3,0.0
221.0945,49.10269,2.03872,000.0,1.3,0.0
222.1216,49.10269,2.03872,000.0,1.3,0.0
223.0945,49.10269,2.03872,000.0,1.3,0.0
224.0938,49.10269,2.03872,000.0,1.3,0.0
225.1218,49.10269,2.03872,000.0,1.3,0.0
226.0949,49.10269,2.03872,000.0,1.3,0.0
227.1149,49.10269,2.03872,000.0,1.3,0.0
228.1215,49.10269,2.03872,000.0,1.3,0.0
229.0945,49.10269,2.03872,000.0,1.3,0.0
230.0945,49.10269,2.03872,000.0,1.3,0.0
231.1218,49.10269,2.03872,000.0,1.3,0.0
232.0945,49.10269,2.03872,000.0,1.3,0.0
233.0939,49.10269,2.03872,000.0,1.3,0.0
234.1218,49.10269,2.03872,000.0,1.3,0.0
235.1149,49.10269,2.03872,000.0,1.3,0.0
236.0945,49.10269,2.03872,000.0,1.3,0.0
237.1218,49.10269,2.03872,000.0,1.3,0.0
238.0945,49.10269,2.03872,000.0,1.3,0.0
239.1150,49.10269,2.03872,000.0,1.3,0.0
240.1422,49.10269,2.03872,000.0,1.3,0.0
241.0945,49.10269,2.03872,000.0,1.3,0.0
242.0945,49.10269,2.03872,000.0,1.3,0.0
243.1219,49.10269,2.03872,000.0,1.3,0.0
244.0945,49.10269,2.03872,000.0,1.3,0.0
245.0945,49.10269,2.03872,000.0,1.3,0.0
246.1219,49.10269,2.03872,000.0,1.3,0.0
247.0945,49.10269,2.03872,000.0,1.3,0.0
248.0948,49.10269,2.03872,000.0,1.3,0.0
249.1219,49.10269,2.03872,000.0,1.3,0.0
250.0945,49.10269,2.03872,000.0,1.3,0.0
251.0943,49.10269,2.03872,000.0,1.3,0.0
252.1419,49.10269,2.03872,000.0,1.3,0.0
253.1147,49.10269,2.03872,000.0,1.3,0.0
254.0945,49.10269,2.03872,000.0,1.3,0.0
255.1219,49.10269,2.03872,000.0,1.3,0.0
256.0945,49.10269,2.03872,000.0,1.3,0.0
257.0945,49.10269,2.03872,000.0,1.3,0.0
258.1219,49.10269,2.03872,000.0,1.3,0.0
259.1150,49.10269,2.03872,000.0,1.3,0.0
260.0946,49.10269,2.03872,000.0,1.3,0.0
261.1219,49.10269,2.03872,000.0,1.3,0.0
262.0945,49.10269,2.03872,000.0,1.3,0.0
263.0945,49.10269,2.03872,000.0,1.3,0.0
264.1219,49.10269,2.03872,000.0,1.3,0.0
265.1150,49.10269,2.03872,000.0,1.3,0.0
266.1151,49.10269,2.03872,000.0,1.3,0.0
267.1219,49.10269,2.03872,000.0,1.3,0.0
268.0941,49.10269,2.03872,000.0,1.3,0.0
269.0945,49.10269,2.03872,000.0,1.3,0.0
270.1213,49.10269,2.03872,000.0,1.3,0.0
271.0946,49.10269,2.03872,000.0,1.3,0.0
272.0946,49.10269,2.03872,000.0,1.3,0.0
273.1223,49.10269,2.03872,000.0,1.3,0.0
274.0940,49.10269,2.03872,000.0,1.3,0.0
275.0946,49.10269,2.03872,000.0,1.3,0.0
276.1220,49.10269,2.03872,000.0,1.3,0.0
277.0946,49.10269,2.03872,000.0,1.3,0.0
278.1148,49.10269,2.03872,000.0,1.3,0.0
279.1423,49.10269,2.03872,000.0,1.3,0.0
280.0946,49.10269,2.03872,000.0,1.3,0.0
281.0946,49.10269,2.03872,000.0,1.3,0.0
282.1219,49.10269,2.03872,000.0,1.3,0.0
283.0950,49.10269,2.03872,000.0,1.3,0.0
284.0940,49.10269,2.03872,000.0,1.3,0.0
285.1219,49.10269,2.03872,000.0,1.3,0.0
286.0944,49.10269,2.03872,000.0,1.3,0.0
287.0946,49.10269,2.03872,000.0,1.3,0.0
288.1219,49.10269,2.03872,000.0,1.3,0.0
289.0946,49.10269,2.03872,000.0,1.3,0.0
290.0946,49.10269,2.03872,000.0,1.3,0.0
291.1423,49.10269,2.03872,000.0,1.3,0.0
292.1151,49.10269,2.03872,000.0,1.3,0.0
293.0946,49.10269,2.03872,000.0,1.3,0.0
294.1220,49.10269,2.03872,000.0,1.3,0.0
295.0941,49.10269,2.03872,000.0,1.3,0.0
296.0945,49.10269,2.03872,000.0,1.3,0.0
297.1213,49.10269,2.03872,000.0,1.3,0.0
298.0941,49.10269,2.03872,000.0,1.3,0.0
299.0940,49.10269,2.03872,000.0,1.3,0.0
300.1214,49.10269,2.03872,000.0,1.3,0.0
301.0941,49.10269,2.03872,000.0,1.3,0.0
302.0948,49.10269,2.03872,000.0,1.3,0.0
303.1220,49.10269,2.03872,000.0,1.3,0.0
304.0952,49.10269,2.03872,000.0,1.3,0.0
305.1151,49.10269,2.03872,000.0,1.3,0.0
306.1220,49.10269,2.03872,000.0,1.3,0.0
307.0951,49.10269,2.03872,000.0,1.3,0.0
308.0941,49.10269,2.03872,000.0,1.3,0.0
309.1220,49.10269,2.03872,000.0,1.3,0.0
310.0946,49.10269,2.03872,000.0,1.3,0.0
311.0946,49.10269,2.03872,000.0,1.3,0.0
312.1220,49.10269,2.03872,000.0,1.3,0.0
313.0947,49.10269,2.03872,000.0,1.3,0.0
314.0947,49.10269,2.03872,000.0,1.3,0.0
315.1220,49.10269,2.03872,000.0,1.3,0.0
316.0947,49.10269,2.03872,000.0,1.3,0.0
317.1151,49.10269,2.03872,000.0,1.5,0.0
318.1424,49.10269,2.03872,000.0,1.5,0.0
319.0947,49.10269,2.03872,000.0,1.5,0.0
320.0947,49.10269,2.03872,000.0,1.5,0.0
321.1220,49.10269,2.03872,000.0,1.5,0.0
322.0947,49.10269,2.03872,000.0,1.5,0.0
323.0947,49.10269,2.03872,000.0,1.3,0.0
324.1220,49.10269,2.03872,000.0,1.3,0.0
325.0941,49.10269,2.03872,000.0,1.3,0.0
326.0947,49.10269,2.03872,000.0,1.3,0.0
327.1214,49.10269,2.03872,000.0,1.5,0.0
328.0947,49.10269,2.03872,000.0,1.5,0.0
329.0941,49.10269,2.03872,000.0,1.3,0.0
330.1424,49.10269,2.03872,000.0,1.3,0.0
331.1151,49.10269,2.03872,000.0,1.3,0.0
332.0941,49.10269,2.03872,000.0,1.3,0.0
333.1214,49.10269,2.03872,000.0,1.3,0.0
334.0947,49.10269,2.03872,000.0,1.3,0.0
335.0941,49.10269,2.03872,000.0,1.5,0.0
336.1212,49.10269,2.03872,000.0,1.5,0.0
337.0941,49.10269,2.03872,000.0,1.3,0.0
338.0941,49.10269,2.03872,000.0,1.3,0.0
339.1213,49.10269,2.03872,000.0,1.3,0.0
340.0941,49.10269,2.03872,000.0,1.3,0.0
341.0952,49.10269,2.03872,000.0,1.3,0.0
342.1219,49.10269,2.03872,000.0,1.3,0.0
343.0981,49.10269,2.03872,000.0,1.3,0.0
344.0981,49.10269,2.03872,000.0,1.3,0.0
345.1215,49.10269,2.03872,000.0,1.3,0.0
346.0941,49.10269,2.03872,000.0,1.3,0.0
347.0941,49.10269,2.03872,000.0,1.3,0.0
348.1222,49.10269,2.03872,000.0,1.3,0.0
349.0941,49.10269,2.03872,000.0,1.3,0.0
350.0941,49.10269,2.03872,000.0,1.3,0.0
351.1215,49.10269,2.03872,000.0,1.3,0.0
352.0943,49.10269,2.03872,000.0,1.3,0.0
353.0942,49.10269,2.03872,000.0,1.3,0.0
354.1221,49.10269,2.03872,000.0,1.3,0.0
355.1152,49.10269,2.03872,000.0,1.3,0.0
356.1152,49.10269,2.03872,000.0,1.3,0.0
357.1428,49.10269,2.03872,000.0,1.3,0.0
358.0948,49.10269,2.03872,000.0,1.3,0.0
359.0944,49.10269,2.03872,000.0,1.3,0.0
360.1221,49.10269,2.03872,000.0,1.3,0.0
361.0944,49.10269,2.03872,000.0,1.3,0.0
362.0948,49.10269,2.03872,000.0,1.3,0.0
363.1221,49.10269,2.03872,000.0,1.3,0.0
364.0948,49.10269,2.03872,000.0,1.3,0.0
365.0948,49.10269,2.03872,000.0,1.3,0.0
366.1217,49.10269,2.03872,000.0,1.3,0.0
367.0948,49.10269,2.03872,000.0,1.3,0.0
368.0948,49.10269,2.03872,000.0,1.3,0.0
369.1425,49.10269,2.03872,000.0,1.3,0.0
370.1152,49.10269,2.03872,000.0,1.3,0.0
371.0944,49.10269,2.03872,000.0,1.3,0.0
372.1221,49.10269,2.03872,000.0,1.3,0.0
373.0948,49.10269,2.03872,000.0,1.3,0.0
374.0949,49.10269,2.03872,000.0,1.3,0.0
375.1221,49.10269,2.03872,000.0,1.3,0.0
376.0948,49.10269,2.03872,000.0,1.3,0.0
377.0947,49.10269,2.03872,000.0,1.3,0.0
378.1222,49.10269,2.03872,000.0,1.3,0.0
379.0951,49.10269,2.03872,000.0,1.3,0.0
380.0947,49.10269,2.03872,000.0,1.3,0.0
381.1220,49.10269,2.03872,000.0,1.3,0.0
382.1152,49.10269,2.03872,000.0,1.3,0.0
383.1152,49.10269,2.03872,000.0,1.3,0.0
384.1222,49.10269,2.03872,000.0,1.3,0.0
385.0944,49.10269,2.03872,000.0,1.3,0.0
386.0950,49.10269,2.03872,000.0,1.3,0.0
387.1216,49.10269,2.03872,000.0,1.3,0.0
388.0942,49.10269,2.03872,000.0,1.3,0.0
389.0942,49.10269,2.03872,000.0,1.3,0.0
390.1216,49.10269,2.03872,000.0,1.3,0.0
391.0941,49.10269,2.03872,000.0,1.3,0.0
392.0947,49.10269,2.03872,000.0,1.3,0.0
393.1220,49.10269,2.03872,000.0,1.3,0.0
394.0947,49.10269,2.03872,000.0,1.3,0.0
395.1151,49.10269,2.03872,000.0,1.3,0.0
396.1253,49.10269,2.03872,000.0,1.3,0.0
397.0943,49.10269,2.03872,000.0,1.3,0.0
398.0952,49.10269,2.03872,000.0,1.3,0.0
399.1216,49.10269,2.03872,000.0,1.3,0.0
400.0943,49.10269,2.03872,000.0,1.3,0.0
401.0944,49.10269,2.03872,000.0,1.3,0.0
402.1223,49.10269,2.03872,000.0,1.3,0.0
403.1155,49.10269,2.03872,000.0,1.3,0.0
404.0949,49.10269,2.03872,000.0,1.3,0.0
405.1219,49.10269,2.03872,000.0,1.3,0.0
406.0943,49.10269,2.03872,000.0,1.3,0.0
407.0949,49.10269,2.03872,000.0,1.3,0.0
408.1426,49.10269,2.03872,000.0,1.3,0.0
409.1153,49.10269,2.03872,000.0,1.3,0.0
410.0953,49.10269,2.03872,000.0,1.3,0.0
411.1222,49.10269,2.03872,000.0,1.3,0.0
412.0949,49.10269,2.03872,000.0,1.3,0.0
413.0949,49.10269,2.03872,000.0,1.3,0.0
414.1223,49.10269,2.03872,000.0,1.3,0.0
415.0949,49.10269,2.03872,000.0,1.3,0.0
416.0948,49.10269,2.03872,000.0,1.3,0.0
417.1223,49.10269,2.03872,000.0,1.3,0.0
418.0949,49.10269,2.03872,000.0,1.3,0.0
419.0949,49.10269,2.03872,000.0,1.3,0.0
420.1223,49.10269,2.03872,000.0,1.3,0.0
421.1154,49.10269,2.03872,000.0,1.3,0.0
422.1153,49.10269,2.03872,000.0,1.3,0.0
423.1223,49.10269,2.03872,000.0,1.3,0.0
424.0949,49.10269,2.03872,000.0,1.3,0.0
425.0949,49.10269,2.03872,000.0,1.3,0.0
426.1220,49.10269,2.03872,000.0,1.3,0.0
427.0951,49.10269,2.03872,000.0,1.3,0.0
428.0951,49.10269,2.03872,000.0,1.3,0.0
429.1224,49.10269,2.03872,000.0,1.3,0.0
430.0948,49.10269,2.03872,000.0,1.3,0.0
431.0957,49.10269,2.03872,000.0,1.3,0.0
432.1220,49.10269,2.03872,000.0,1.3,0.0
433.0945,49.10269,2.03872,000.0,1.3,0.0
434.1154,49.10269,2.03872,000.0,1.3,0.0
435.1425,49.10269,2.03872,000.0,1.3,0.0
436.0950,49.10269,2.03872,000.0,1.3,0.0
437.0950,49.10269,2.03872,000.0,1.3,0.0
438.1215,49.10269,2.03872,000.0,1.3,0.0
439.0950,49.10269,2.03872,000.0,1.3,0.0
440.0944,49.10269,2.03872,000.0,1.3,0.0
441.1217,49.10269,2.03872,000.0,1.3,0.0
442.0942,49.10269,2.03872,000.0,1.3,0.0
443.0946,49.10269,2.03872,000.0,1.3,0.0
444.1213,49.10269,2.03872,000.0,1.3,0.0
445.0944,49.10269,2.03872,000.0,1.3,0.0
446.0943,49.10269,2.03872,000.0,1.3,0.0
447.1220,49.10269,2.03872,000.0,1.3,0.0
448.1154,49.10269,2.03872,000.0,1.3,0.0
449.0948,49.10269,2.03872,000.0,1.3,0.0
450.1217,49.10269,2.03872,000.0,1.3,0.0
451.0954,49.10269,2.03872,000.0,1.3,0.0
452.0938,49.10269,2.03872,000.0,1.3,0.0
453.1209,49.10269,2.03872,000.0,1.3,0.0
454.0942,49.10269,2.03872,000.0,1.3,0.0
455.0945,49.10269,2.03872,000.0,1.3,0.0
456.1215,49.10269,2.03872,000.0,1.3,0.0
457.0943,49.10269,2.03872,000.0,1.3,0.0
458.0943,49.10269,2.03872,000.0,1.3,0.0
459.1223,49.10269,2.03872,000.0,1.3,0.0
460.1150,49.10269,2.03872,000.0,1.3,0.0
461.1150,49.10269,2.03872,000.0,1.3,0.0
462.1218,49.10269,2.03872,000.0,1.3,0.0
463.0942,49.10269,2.03872,000.0,1.3,0.0
464.0946,49.10269,2.03872,000.0,1.3,0.0
465.1221,49.10269,2.03872,000.0,1.3,0.0
466.0943,49.10269,2.03872,000.0,1.3,0.0
467.0942,49.10269,2.03872,000.0,1.3,0.0
468.1214,49.10269,2.03872,000.0,1.3,0.0
469.0945,49.10269,2.03872,000.0,1.3,0.0
470.0943,49.10269,2.03872,000.0,1.3,0.0
471.1218,49.10269,2.03872,000.0,1.3,0.0
472.0943,49.10269,2.03872,000.0,1.3,0.0
473.0990,49.10269,2.03872,000.0,1.3,0.0
474.1423,49.10269,2.03872,000.0,1.3,0.0
475.0949,49.10269,2.03872,000.0,1.3,0.0
476.0947,49.10269,2.03872,000.0,1.3,0.0
477.1219,49.10269,2.03872,000.0,1.3,0.0
478.0941,49.10269,2.03872,000.0,1.3,0.0
479.0942,49.10269,2.03872,000.0,1.3,0.0
480.1219,49.10269,2.03872,000.0,1.3,0.0
481.0941,49.10269,2.03872,000.0,1.3,0.0
482.0945,49.10269,2.03872,000.0,1.3,0.0
483.1218,49.10269,2.03872,000.0,1.5,0.0
484.0943,49.10269,2.03872,000.0,1.5,0.0
485.0951,49.10269,2.03872,000.0,1.5,0.0
486.1253,49.10269,2.03872,000.0,1.5,0.0
487.1153,49.10269,2.03872,000.0,1.3,0.0
488.0952,49.10269,2.03872,000.0,1.3,0.0
489.1232,49.10269,2.03872,000.0,1.3,0.0
490.0961,49.10269,2.03872,000.0,1.3,0.0
491.0951,49.10269,2.03872,000.0,1.3,0.0
492.1216,49.10269,2.03872,000.0,1.3,0.0
493.0949,49.10269,2.03872,000.0,1.3,0.0
494.0945,49.10269,2.03872,000.0,1.3,0.0
495.1218,49.10269,2.03872,000.0,1.3,0.0
496.0942,49.10269,2.03872,000.0,1.3,0.0
497.0944,49.10269,2.03872,000.0,1.3,0.0
498.1214,49.10269,2.03872,000.0,1.3,0.0
499.1153,49.10269,2.03872,000.0,1.3,0.0
500.1154,49.10269,2.03872,000.0,1.3,0.0
501.1216,49.10269,2.03872,000.0,1.3,0.0
502.0951,49.10269,2.03872,000.0,1.3,0.0
503.0949,49.10269,2.03872,000.0,1.3,0.0
504.1225,49.10269,2.03872,000.0,1.3,0.0
505.0956,49.10269,2.03872,000.0,1.3,0.0
506.0947,49.10269,2.03872,000.0,1.3,0.0
507.1224,49.10269,2.03872,000.0,1.3,0.0
508.0944,49.10269,2.03872,000.0,1.3,0.0
509.0954,49.10269,2.03872,000.0,1.3,0.0
510.1219,49.10269,2.03872,000.0,1.3,0.0
511.0952,49.10269,2.03872,000.0,1.3,0.0
512.1156,49.10269,2.03872,000.0,1.3,0.0
513.1429,49.10269,2.03872,000.0,1.3,0.0
514.0945,49.10269,2.03872,000.0,1.3,0.0
515.0945,49.10269,2.03872,000.0,1.3,0.0
516.1219,49.10269,2.03872,000.0,1.3,0.0
517.0945,49.10269,2.03872,000.0,1.3,0.0
518.0946,49.10269,2.03872,000.0,1.3,0.0
519.1219,49.10269,2.03872,000.0,1.3,0.0
520.0945,49.10269,2.03872,000.0,1.3,0.0
521.0946,49.10269,2.03872,000.0,1.3,0.0
522.1219,49.10269,2.03872,000.0,1.3,0.0
523.0946,49.10269,2.03872,000.0,1.3,0.0
524.0946,49.10269,2.03872,000.0,1.3,0.0
525.1219,49.10269,2.03872,000.0,1.3,0.0
526.1153,49.10269,2.03872,000.0,1.3,0.0
527.0946,49.10269,2.03872,000.0,1.3,0.0
528.1219,49.10269,2.03872,000.0,1.3,0.0
529.0946,49.10269,2.03872,000.0,1.3,0.0
530.0946,49.10269,2.03872,000.0,1.3,0.0
531.1220,49.10269,2.03872,000.0,1.3,0.0
532.0946,49.10269,2.03872,000.0,1.3,0.0
533.0946,49.10269,2.03872,000.0,1.3,0.0
534.1219,49.10269,2.03872,000.0,1.3,0.0
